id,success,created,error
00QI9000002FPgnMAG,true,false,
00QI9000002FPgoMAG,true,false,
00QI9000002FPgpMAG,true,false,
00QI9000002FPgqMAG,true,false,
00QI9000002FPgrMAG,true,false,
00QI9000002FPgsMAG,true,false,
00QI9000002FPgtMAG,true,false,
00QI9000002FPguMAG,true,false,
00QI9000002FPgvMAG,true,false,
00QI9000002FPgwMAG,true,false,
00QI9000002FPgxMAG,true,false,
00QI9000002FPgyMAG,true,false,
00QI9000002FPPaMAO,true,false,
00QI9000002FPPbMAO,true,false,
00QI9000002FPPcMAO,true,false,
00QI9000002FPgzMAG,true,false,
00QI9000002FPh0MAG,true,false,
00QI9000002FPh1MAG,true,false,
00QI9000002FPh2MAG,true,false,
00QI9000002FPh3MAG,true,false,
00QI9000002FPh4MAG,true,false,
00QI9000002FPh5MAG,true,false,
00QI9000002FPh6MAG,true,false,
00QI9000002FPh7MAG,true,false,
00QI9000002FPh8MAG,true,false,
00QI9000002FPh9MAG,true,false,
00QI9000002FPhAMAW,true,false,
00QI9000002FPhBMAW,true,false,
00QI9000002FPhCMAW,true,false,
00QI9000002FPhDMAW,true,false,
00QI9000002FPhEMAW,true,false,
00QI9000002FPhFMAW,true,false,
00QI9000002FPhGMAW,true,false,
00QI9000002FPhHMAW,true,false,
00QI9000002FPhIMAW,true,false,
00QI9000002FPhJMAW,true,false,
00QI9000002FPhKMAW,true,false,
00QI9000002FPhLMAW,true,false,
00QI9000002FPhMMAW,true,false,
00QI9000002FPhNMAW,true,false,
00QI9000002FPhOMAW,true,false,
00QI9000002FPhPMAW,true,false,
00QI9000002FPhQMAW,true,false,
00QI9000002FPhRMAW,true,false,
00QI9000002FPhSMAW,true,false,
00QI9000002FPhTMAW,true,false,
00QI9000002FPhUMAW,true,false,
00QI9000002FPhVMAW,true,false,
00QI9000002FPhWMAW,true,false,
00QI9000002FPhXMAW,true,false,
00QI9000002FPhYMAW,true,false,
00QI9000002FPhZMAW,true,false,
00QI9000002FPhaMAG,true,false,
00QI9000002FPhbMAG,true,false,
00QI9000002FPhcMAG,true,false,
00QI9000002FPhdMAG,true,false,
00QI9000002FPheMAG,true,false,
00QI9000002FPhfMAG,true,false,
00QI9000002FPhgMAG,true,false,
00QI9000002FPhhMAG,true,false,
00QI9000002FPhiMAG,true,false,
00QI9000002FPhjMAG,true,false,
00QI9000002FPhkMAG,true,false,
00QI9000002FPhlMAG,true,false,
00QI9000002FPhmMAG,true,false,
00QI9000002FPhnMAG,true,false,
00QI9000002FPhoMAG,true,false,
00QI9000002FPhpMAG,true,false,
00QI9000002FPhqMAG,true,false,
00QI9000002FPhrMAG,true,false,
00QI9000002FPhsMAG,true,false,
00QI9000002FPhtMAG,true,false,
00QI9000002FPhuMAG,true,false,
00QI9000002FPhvMAG,true,false,
00QI9000002FPhwMAG,true,false,
00QI9000002FPhxMAG,true,false,
00QI9000002FPhyMAG,true,false,
00QI9000002FPhzMAG,true,false,
00QI9000002FPi0MAG,true,false,
00QI9000002FPi1MAG,true,false,
00QI9000002FPi2MAG,true,false,
00QI9000002FPi3MAG,true,false,
00QI9000002FPi4MAG,true,false,
00QI9000002FPi5MAG,true,false,
00QI9000002FPi6MAG,true,false,
00QI9000002FPi7MAG,true,false,
00QI9000002FPi8MAG,true,false,
00QI9000002FPi9MAG,true,false,
00QI9000002FPiAMAW,true,false,
00QI9000002FPNdMAO,true,false,
00QI9000002FPNeMAO,true,false,
00QI9000002FPNfMAO,true,false,
00QI9000002FPNgMAO,true,false,
00QI9000002FPNhMAO,true,false,
00QI9000002FPNiMAO,true,false,
00QI9000002FPNjMAO,true,false,
00QI9000002FPNkMAO,true,false,
00QI9000002FPNlMAO,true,false,
00QI9000002FPNmMAO,true,false,
00QI9000002FPNnMAO,true,false,
00QI9000002FPNoMAO,true,false,
00QI9000002FPNpMAO,true,false,
00QI9000002FPNqMAO,true,false,
00QI9000002FPNrMAO,true,false,
00QI9000002FPNsMAO,true,false,
00QI9000002FPNtMAO,true,false,
00QI9000002FPNuMAO,true,false,
00QI9000002FPNvMAO,true,false,
00QI9000002FPNwMAO,true,false,
00QI9000002FPNxMAO,true,false,
00QI9000002FPNyMAO,true,false,
00QI9000002FPNzMAO,true,false,
00QI9000002FPO0MAO,true,false,
00QI9000002FPO1MAO,true,false,
00QI9000002FPO2MAO,true,false,
00QI9000002FPO3MAO,true,false,
00QI9000002FPO4MAO,true,false,
00QI9000002FPO5MAO,true,false,
00QI9000002FPO6MAO,true,false,
00QI9000002FPO7MAO,true,false,
00QI9000002FPO8MAO,true,false,
00QI9000002FPO9MAO,true,false,
00QI9000002FPOAMA4,true,false,
00QI9000002FPOBMA4,true,false,
00QI9000002FPOCMA4,true,false,
00QI9000002FPODMA4,true,false,
00QI9000002FPOEMA4,true,false,
00QI9000002FPOFMA4,true,false,
00QI9000002FPOGMA4,true,false,
00QI9000002FPOHMA4,true,false,
00QI9000002FPOIMA4,true,false,
00QI9000002FPOJMA4,true,false,
00QI9000002FPOKMA4,true,false,
00QI9000002FPOLMA4,true,false,
00QI9000002FPOMMA4,true,false,
00QI9000002FPONMA4,true,false,
00QI9000002FPOOMA4,true,false,
00QI9000002FPOPMA4,true,false,
00QI9000002FPOQMA4,true,false,
00QI9000002FPORMA4,true,false,
00QI9000002FPOSMA4,true,false,
00QI9000002FPOTMA4,true,false,
00QI9000002FPOUMA4,true,false,
00QI9000002FPOVMA4,true,false,
00QI9000002FPOWMA4,true,false,
00QI9000002FPOXMA4,true,false,
00QI9000002FPOYMA4,true,false,
00QI9000002FPOZMA4,true,false,
00QI9000002FPOaMAO,true,false,
00QI9000002FPObMAO,true,false,
00QI9000002FPOcMAO,true,false,
00QI9000002FPOdMAO,true,false,
00QI9000002FPOeMAO,true,false,
00QI9000002FPOfMAO,true,false,
00QI9000002FPOgMAO,true,false,
00QI9000002FPOhMAO,true,false,
00QI9000002FPOiMAO,true,false,
00QI9000002FPOjMAO,true,false,
00QI9000002FPOkMAO,true,false,
00QI9000002FPOlMAO,true,false,
00QI9000002FPOmMAO,true,false,
00QI9000002FPOnMAO,true,false,
00QI9000002FPOoMAO,true,false,
00QI9000002FPOpMAO,true,false,
00QI9000002FPOqMAO,true,false,
00QI9000002FPOrMAO,true,false,
00QI9000002FPOsMAO,true,false,
00QI9000002FPOtMAO,true,false,
00QI9000002FPOuMAO,true,false,
00QI9000002FPOvMAO,true,false,
00QI9000002FPOwMAO,true,false,
00QI9000002FPOxMAO,true,false,
00QI9000002FPOyMAO,true,false,
00QI9000002FPOzMAO,true,false,
00QI9000002FPP0MAO,true,false,
00QI9000002FPP1MAO,true,false,
00QI9000002FPP2MAO,true,false,
00QI9000002FPP3MAO,true,false,
00QI9000002FPP4MAO,true,false,
00QI9000002FPP5MAO,true,false,
00QI9000002FPP6MAO,true,false,
00QI9000002FPP7MAO,true,false,
00QI9000002FPP8MAO,true,false,
00QI9000002FPP9MAO,true,false,
00QI9000002FPPAMA4,true,false,
00QI9000002FPPBMA4,true,false,
00QI9000002FPPCMA4,true,false,
00QI9000002FPPDMA4,true,false,
00QI9000002FPPEMA4,true,false,
00QI9000002FPPFMA4,true,false,
00QI9000002FPPGMA4,true,false,
00QI9000002FPctMAG,true,false,
00QI9000002FPcuMAG,true,false,
00QI9000002FPcvMAG,true,false,
00QI9000002FPcwMAG,true,false,
00QI9000002FPcxMAG,true,false,
00QI9000002FPcyMAG,true,false,
00QI9000002FPczMAG,true,false,
00QI9000002FPd0MAG,true,false,
00QI9000002FPd1MAG,true,false,
00QI9000002FPd2MAG,true,false,
